Sr. No.,Restaurant ID,Country Code,City,Has Table booking,Has Online delivery,Service_Availability,,,,,,,
408,17629582,216,Potrero,No,No,No_Service_Available,,,,,,,
409,17211719,216,Princeton,No,No,No_Service_Available,,,,,,,
410,17144717,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
411,17143970,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
412,17144991,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
413,17142519,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
414,17145408,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
415,17143336,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
416,17145077,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
417,17141447,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
418,17142096,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
419,17142297,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
420,17142535,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
421,17142792,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
422,17145495,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
423,17143950,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
424,17142747,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
425,17141990,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
426,17144732,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
427,17143282,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
428,17143705,216,Rest of Hawaii,No,No,No_Service_Available,,,,,,,
429,17615915,216,Savannah,No,No,No_Service_Available,,,,,,,
430,17616487,216,Savannah,No,No,No_Service_Available,,,,,,,
431,17615924,216,Savannah,No,No,No_Service_Available,,,,,,,
432,17615979,216,Savannah,No,No,No_Service_Available,,,,,,,
433,17616266,216,Savannah,No,No,No_Service_Available,,,,,,,
434,17615976,216,Savannah,No,No,No_Service_Available,,,,,,,
435,17616025,216,Savannah,No,No,No_Service_Available,,,,,,,
436,17615597,216,Savannah,No,No,No_Service_Available,,,,,,,
437,17615740,216,Savannah,No,No,No_Service_Available,,,,,,,
438,17616203,216,Savannah,No,No,No_Service_Available,,,,,,,
439,17616590,216,Savannah,No,No,No_Service_Available,,,,,,,
440,17615855,216,Savannah,No,No,No_Service_Available,,,,,,,
441,17616348,216,Savannah,No,No,No_Service_Available,,,,,,,
442,17616368,216,Savannah,No,No,No_Service_Available,,,,,,,
443,17616400,216,Savannah,No,No,No_Service_Available,,,,,,,
444,17616076,216,Savannah,No,No,No_Service_Available,,,,,,,
445,17616205,216,Savannah,No,No,No_Service_Available,,,,,,,
446,17616222,216,Savannah,No,No,No_Service_Available,,,,,,,
447,17616295,216,Savannah,No,No,No_Service_Available,,,,,,,
448,18483372,184,Singapore,No,No,No_Service_Available,,,,,,,
449,18484349,184,Singapore,No,No,No_Service_Available,,,,,,,
450,18496057,184,Singapore,No,No,No_Service_Available,,,,,,,
451,18483389,184,Singapore,No,No,No_Service_Available,,,,,,,
452,18483222,184,Singapore,No,No,No_Service_Available,,,,,,,
453,18483085,184,Singapore,No,No,No_Service_Available,,,,,,,
454,18484423,184,Singapore,No,No,No_Service_Available,,,,,,,
455,18483714,184,Singapore,No,No,No_Service_Available,,,,,,,
456,18485469,184,Singapore,No,No,No_Service_Available,,,,,,,
457,18479690,184,Singapore,No,No,No_Service_Available,,,,,,,
458,18483224,184,Singapore,No,No,No_Service_Available,,,,,,,
459,18493989,184,Singapore,No,No,No_Service_Available,,,,,,,
460,18484464,184,Singapore,No,No,No_Service_Available,,,,,,,
461,18483051,184,Singapore,No,No,No_Service_Available,,,,,,,
462,18482983,184,Singapore,No,No,No_Service_Available,,,,,,,
463,18479742,184,Singapore,No,No,No_Service_Available,,,,,,,
464,18482938,184,Singapore,No,No,No_Service_Available,,,,,,,
465,18483082,184,Singapore,No,No,No_Service_Available,,,,,,,
466,18483446,184,Singapore,No,No,No_Service_Available,,,,,,,
467,18483252,184,Singapore,No,No,No_Service_Available,,,,,,,
468,17621616,216,Sioux City,No,No,No_Service_Available,,,,,,,
469,17621696,216,Sioux City,No,No,No_Service_Available,,,,,,,
470,17621744,216,Sioux City,No,No,No_Service_Available,,,,,,,
471,17621759,216,Sioux City,No,No,No_Service_Available,,,,,,,
472,17621763,216,Sioux City,No,No,No_Service_Available,,,,,,,
473,17621780,216,Sioux City,No,No,No_Service_Available,,,,,,,
474,17621781,216,Sioux City,No,No,No_Service_Available,,,,,,,
475,17621788,216,Sioux City,No,No,No_Service_Available,,,,,,,
476,17621793,216,Sioux City,No,No,No_Service_Available,,,,,,,
477,17621796,216,Sioux City,No,No,No_Service_Available,,,,,,,
478,17621831,216,Sioux City,No,No,No_Service_Available,,,,,,,
479,17621832,216,Sioux City,No,No,No_Service_Available,,,,,,,
480,17621833,216,Sioux City,No,No,No_Service_Available,,,,,,,
481,17621834,216,Sioux City,No,No,No_Service_Available,,,,,,,
482,17621869,216,Sioux City,No,No,No_Service_Available,,,,,,,
483,17621960,216,Sioux City,No,No,No_Service_Available,,,,,,,
484,17621746,216,Sioux City,No,No,No_Service_Available,,,,,,,
485,17621755,216,Sioux City,No,No,No_Service_Available,,,,,,,
486,17621946,216,Sioux City,No,No,No_Service_Available,,,,,,,
487,17621552,216,Sioux City,No,No,No_Service_Available,,,,,,,
488,17096140,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
489,17099925,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
490,17092257,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
491,17092799,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
492,17095222,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
493,17092293,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
494,17102241,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
495,17102579,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
496,17092801,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
497,17093273,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
498,17096198,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
499,17095098,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
500,17093135,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
501,17095236,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
502,17095979,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
503,17099856,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
504,17100307,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
505,17093600,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
506,17100547,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
507,17093124,216,Tampa Bay,No,No,No_Service_Available,,,,,,,
508,16608059,14,Tanunda,No,No,No_Service_Available,,,,,,,
509,16605194,14,Trentham East,No,No,No_Service_Available,,,,,,,
510,17678243,216,Valdosta,No,No,No_Service_Available,,,,,,,
511,17678043,216,Valdosta,No,No,No_Service_Available,,,,,,,
512,17677978,216,Valdosta,No,No,No_Service_Available,,,,,,,
513,17677988,216,Valdosta,No,No,No_Service_Available,,,,,,,
514,17678231,216,Valdosta,No,No,No_Service_Available,,,,,,,
515,17677990,216,Valdosta,No,No,No_Service_Available,,,,,,,
516,17677991,216,Valdosta,No,No,No_Service_Available,,,,,,,
517,17678307,216,Valdosta,No,No,No_Service_Available,,,,,,,
518,17678276,216,Valdosta,No,No,No_Service_Available,,,,,,,
519,17678283,216,Valdosta,No,No,No_Service_Available,,,,,,,
520,17678222,216,Valdosta,No,No,No_Service_Available,,,,,,,
521,17678055,216,Valdosta,No,No,No_Service_Available,,,,,,,
522,17678326,216,Valdosta,No,No,No_Service_Available,,,,,,,
523,17678229,216,Valdosta,No,No,No_Service_Available,,,,,,,
524,17678097,216,Valdosta,No,No,No_Service_Available,,,,,,,
525,17678216,216,Valdosta,No,No,No_Service_Available,,,,,,,
526,17678233,216,Valdosta,No,No,No_Service_Available,,,,,,,
527,17678148,216,Valdosta,No,No,No_Service_Available,,,,,,,
528,17678291,216,Valdosta,No,No,No_Service_Available,,,,,,,
529,17678218,216,Valdosta,No,No,No_Service_Available,,,,,,,
530,17558738,216,Vernonia,No,No,No_Service_Available,,,,,,,
531,16608209,14,Victor Harbor,No,No,No_Service_Available,,,,,,,
532,16654702,37,Vineland Station,No,No,No_Service_Available,,,,,,,
533,17697444,216,Waterloo,No,No,No_Service_Available,,,,,,,
534,17696871,216,Waterloo,No,No,No_Service_Available,,,,,,,
535,17696891,216,Waterloo,No,No,No_Service_Available,,,,,,,
536,17696901,216,Waterloo,No,No,No_Service_Available,,,,,,,
537,17697384,216,Waterloo,No,No,No_Service_Available,,,,,,,
538,17697417,216,Waterloo,No,No,No_Service_Available,,,,,,,
539,17696918,216,Waterloo,No,No,No_Service_Available,,,,,,,
540,17696920,216,Waterloo,No,No,No_Service_Available,,,,,,,
541,17697398,216,Waterloo,No,No,No_Service_Available,,,,,,,
542,17697406,216,Waterloo,No,No,No_Service_Available,,,,,,,
543,17696941,216,Waterloo,No,No,No_Service_Available,,,,,,,
544,17696955,216,Waterloo,No,No,No_Service_Available,,,,,,,
545,17696957,216,Waterloo,No,No,No_Service_Available,,,,,,,
546,17697418,216,Waterloo,No,No,No_Service_Available,,,,,,,
547,17697386,216,Waterloo,No,No,No_Service_Available,,,,,,,
548,17697224,216,Waterloo,No,No,No_Service_Available,,,,,,,
549,17697304,216,Waterloo,No,No,No_Service_Available,,,,,,,
550,17697389,216,Waterloo,No,No,No_Service_Available,,,,,,,
551,17697424,216,Waterloo,No,No,No_Service_Available,,,,,,,
552,17697332,216,Waterloo,No,No,No_Service_Available,,,,,,,
553,17694056,216,Weirton,No,No,No_Service_Available,,,,,,,
554,17559793,216,Winchester Bay,No,No,No_Service_Available,,,,,,,
555,16668008,37,Yorkton,No,No,No_Service_Available,,,,,,,
556,18212135,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
557,5704255,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
558,5701978,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
559,5701729,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
560,5704168,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
561,18277098,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
562,5701446,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
563,5700052,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
564,5702418,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
565,5700386,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
566,5704202,214,Abu Dhabi,No,Yes,Any_one-Service_Available,,,,,,,
567,5701052,214,Abu Dhabi,Yes,Yes,Both_Services_Available,,,,,,,
568,5704118,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
569,5701548,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
570,18235425,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
571,5702615,214,Abu Dhabi,No,No,No_Service_Available,,,,,,,
572,5703500,214,Abu Dhabi,Yes,Yes,Both_Services_Available,,,,,,,
573,18253896,214,Abu Dhabi,Yes,Yes,Both_Services_Available,,,,,,,
574,5701917,214,Abu Dhabi,No,Yes,Any_one-Service_Available,,,,,,,
575,5702574,214,Abu Dhabi,No,Yes,Any_one-Service_Available,,,,,,,
576,202321,214,Dubai,No,Yes,Any_one-Service_Available,,,,,,,
577,206488,214,Dubai,No,Yes,Any_one-Service_Available,,,,,,,
578,209654,214,Dubai,No,Yes,Any_one-Service_Available,,,,,,,
579,18340881,214,Dubai,Yes,Yes,Both_Services_Available,,,,,,,
580,18233284,214,Dubai,No,Yes,Any_one-Service_Available,,,,,,,
581,18269368,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
582,18254160,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
583,208939,214,Dubai,No,No,No_Service_Available,,,,,,,
584,201531,214,Dubai,No,No,No_Service_Available,,,,,,,
585,208965,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
586,208778,214,Dubai,Yes,Yes,Both_Services_Available,,,,,,,
587,209703,214,Dubai,Yes,Yes,Both_Services_Available,,,,,,,
588,18381837,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
589,208850,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
590,210134,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
591,201044,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
592,201340,214,Dubai,Yes,No,Any_one-Service_Available,,,,,,,
593,18289126,214,Dubai,No,No,No_Service_Available,,,,,,,
594,202507,214,Dubai,No,Yes,Any_one-Service_Available,,,,,,,
595,210139,214,Dubai,No,No,No_Service_Available,,,,,,,
596,5600424,214,Sharjah,No,No,No_Service_Available,,,,,,,
597,5602751,214,Sharjah,Yes,No,Any_one-Service_Available,,,,,,,
598,5600457,214,Sharjah,Yes,No,Any_one-Service_Available,,,,,,,
599,5600642,214,Sharjah,Yes,Yes,Both_Services_Available,,,,,,,
600,18268134,214,Sharjah,No,No,No_Service_Available,,,,,,,
601,18376208,214,Sharjah,No,No,No_Service_Available,,,,,,,
602,5600959,214,Sharjah,No,No,No_Service_Available,,,,,,,
603,5600103,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
604,5602586,214,Sharjah,Yes,Yes,Both_Services_Available,,,,,,,
605,5600961,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
606,5600960,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
607,5601340,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
608,5600701,214,Sharjah,No,No,No_Service_Available,,,,,,,
609,5601404,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
610,5600556,214,Sharjah,No,No,No_Service_Available,,,,,,,
611,5602055,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
612,5601521,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
613,5602377,214,Sharjah,No,Yes,Any_one-Service_Available,,,,,,,
614,5602884,214,Sharjah,No,No,No_Service_Available,,,,,,,
615,5602942,214,Sharjah,No,No,No_Service_Available,,,,,,,
616,3400025,1,Agra,No,No,No_Service_Available,,,,,,,
617,3400341,1,Agra,No,Yes,Any_one-Service_Available,,,,,,,
618,3400005,1,Agra,No,Yes,Any_one-Service_Available,,,,,,,
619,3400021,1,Agra,No,Yes,Any_one-Service_Available,,,,,,,
620,3400017,1,Agra,No,No,No_Service_Available,,,,,,,
621,3400325,1,Agra,No,Yes,Any_one-Service_Available,,,,,,,
622,3400059,1,Agra,No,No,No_Service_Available,,,,,,,
623,3400060,1,Agra,No,No,No_Service_Available,,,,,,,
624,3400348,1,Agra,No,No,No_Service_Available,,,,,,,
625,3400072,1,Agra,No,No,No_Service_Available,,,,,,,
626,3400073,1,Agra,No,No,No_Service_Available,,,,,,,
627,3400019,1,Agra,No,No,No_Service_Available,,,,,,,
628,3400033,1,Agra,No,No,No_Service_Available,,,,,,,
629,3400346,1,Agra,No,No,No_Service_Available,,,,,,,
630,3400350,1,Agra,No,No,No_Service_Available,,,,,,,
631,3400391,1,Agra,No,No,No_Service_Available,,,,,,,
632,3400016,1,Agra,No,No,No_Service_Available,,,,,,,
633,3400105,1,Agra,No,No,No_Service_Available,,,,,,,
634,3400326,1,Agra,No,No,No_Service_Available,,,,,,,
635,3400392,1,Agra,No,No,No_Service_Available,,,,,,,
636,111895,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
637,110502,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
638,18396250,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
639,113702,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
640,113433,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
641,18438909,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
642,18143128,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
643,18438944,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
644,110436,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
645,18385201,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
646,110395,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
647,18335583,1,Ahmedabad,No,Yes,Any_one-Service_Available,,,,,,,
648,110237,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
649,113537,1,Ahmedabad,No,Yes,Any_one-Service_Available,,,,,,,
650,113703,1,Ahmedabad,No,Yes,Any_one-Service_Available,,,,,,,
651,18385186,1,Ahmedabad,No,Yes,Any_one-Service_Available,,,,,,,
652,113325,1,Ahmedabad,No,Yes,Any_one-Service_Available,,,,,,,
653,111826,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
654,110516,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
655,18371341,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
656,113570,1,Ahmedabad,No,No,No_Service_Available,,,,,,,
657,2400020,1,Allahabad,No,Yes,Any_one-Service_Available,,,,,,,
658,2400148,1,Allahabad,No,Yes,Any_one-Service_Available,,,,,,,
659,2400019,1,Allahabad,No,Yes,Any_one-Service_Available,,,,,,,
660,2400193,1,Allahabad,No,Yes,Any_one-Service_Available,,,,,,,
661,2400027,1,Allahabad,No,Yes,Any_one-Service_Available,,,,,,,
662,17960073,1,Allahabad,No,No,No_Service_Available,,,,,,,
663,2400119,1,Allahabad,No,No,No_Service_Available,,,,,,,
664,2400014,1,Allahabad,No,Yes,Any_one-Service_Available,,,,,,,
665,2400403,1,Allahabad,No,No,No_Service_Available,,,,,,,
666,2400349,1,Allahabad,No,No,No_Service_Available,,,,,,,
667,2400279,1,Allahabad,No,No,No_Service_Available,,,,,,,
668,2400017,1,Allahabad,No,No,No_Service_Available,,,,,,,
669,18317988,1,Allahabad,No,No,No_Service_Available,,,,,,,
670,2400144,1,Allahabad,No,No,No_Service_Available,,,,,,,
671,2400195,1,Allahabad,No,No,No_Service_Available,,,,,,,
672,2400052,1,Allahabad,No,No,No_Service_Available,,,,,,,
673,2400016,1,Allahabad,No,No,No_Service_Available,,,,,,,
674,2400293,1,Allahabad,No,No,No_Service_Available,,,,,,,
675,2400009,1,Allahabad,No,No,No_Service_Available,,,,,,,
676,2400010,1,Allahabad,No,No,No_Service_Available,,,,,,,
677,2200011,1,Amritsar,No,No,No_Service_Available,,,,,,,
678,2200078,1,Amritsar,No,No,No_Service_Available,,,,,,,
679,18204507,1,Amritsar,No,No,No_Service_Available,,,,,,,
680,2200030,1,Amritsar,No,No,No_Service_Available,,,,,,,
681,2200201,1,Amritsar,No,No,No_Service_Available,,,,,,,
682,2200067,1,Amritsar,No,No,No_Service_Available,,,,,,,
683,2200358,1,Amritsar,No,No,No_Service_Available,,,,,,,
684,2200001,1,Amritsar,No,No,No_Service_Available,,,,,,,
685,2200033,1,Amritsar,No,No,No_Service_Available,,,,,,,
686,2200283,1,Amritsar,No,No,No_Service_Available,,,,,,,
687,2200045,1,Amritsar,No,No,No_Service_Available,,,,,,,
688,2200149,1,Amritsar,No,No,No_Service_Available,,,,,,,
689,2200043,1,Amritsar,No,No,No_Service_Available,,,,,,,
690,2200044,1,Amritsar,No,No,No_Service_Available,,,,,,,
691,2200132,1,Amritsar,No,No,No_Service_Available,,,,,,,
692,2200236,1,Amritsar,No,No,No_Service_Available,,,,,,,
693,2200175,1,Amritsar,No,No,No_Service_Available,,,,,,,
694,2200000,1,Amritsar,No,No,No_Service_Available,,,,,,,
695,2200055,1,Amritsar,No,No,No_Service_Available,,,,,,,
696,2200034,1,Amritsar,No,No,No_Service_Available,,,,,,,
697,2200153,1,Amritsar,No,No,No_Service_Available,,,,,,,
698,2500023,1,Aurangabad,No,No,No_Service_Available,,,,,,,
699,2500076,1,Aurangabad,No,No,No_Service_Available,,,,,,,
700,2500054,1,Aurangabad,No,No,No_Service_Available,,,,,,,
701,2500134,1,Aurangabad,No,No,No_Service_Available,,,,,,,
702,2500069,1,Aurangabad,No,No,No_Service_Available,,,,,,,
703,2500256,1,Aurangabad,No,No,No_Service_Available,,,,,,,
704,2500024,1,Aurangabad,No,No,No_Service_Available,,,,,,,
705,2500075,1,Aurangabad,No,No,No_Service_Available,,,,,,,
706,2500029,1,Aurangabad,No,No,No_Service_Available,,,,,,,
707,2500079,1,Aurangabad,No,No,No_Service_Available,,,,,,,
708,2500343,1,Aurangabad,No,No,No_Service_Available,,,,,,,
709,2500052,1,Aurangabad,No,No,No_Service_Available,,,,,,,
710,2500062,1,Aurangabad,No,No,No_Service_Available,,,,,,,
711,2500056,1,Aurangabad,No,No,No_Service_Available,,,,,,,
712,2500030,1,Aurangabad,No,No,No_Service_Available,,,,,,,
713,2500390,1,Aurangabad,No,No,No_Service_Available,,,,,,,
714,2500007,1,Aurangabad,No,No,No_Service_Available,,,,,,,
715,2500123,1,Aurangabad,No,No,No_Service_Available,,,,,,,
716,2500122,1,Aurangabad,No,No,No_Service_Available,,,,,,,
717,2500346,1,Aurangabad,No,No,No_Service_Available,,,,,,,
718,50943,1,Bangalore,No,No,No_Service_Available,,,,,,,
719,58268,1,Bangalore,No,No,No_Service_Available,,,,,,,
720,51705,1,Bangalore,No,No,No_Service_Available,,,,,,,
721,18162866,1,Bangalore,No,No,No_Service_Available,,,,,,,
722,18407918,1,Bangalore,No,No,No_Service_Available,,,,,,,
723,56464,1,Bangalore,No,No,No_Service_Available,,,,,,,
724,18221572,1,Bangalore,No,No,No_Service_Available,,,,,,,
725,18359919,1,Bangalore,No,No,No_Service_Available,,,,,,,
726,18439634,1,Bangalore,No,No,No_Service_Available,,,,,,,
727,51040,1,Bangalore,Yes,Yes,Both_Services_Available,,,,,,,
728,54162,1,Bangalore,Yes,Yes,Both_Services_Available,,,,,,,
729,18305628,1,Bangalore,No,No,No_Service_Available,,,,,,,
730,18385443,1,Bangalore,Yes,No,Any_one-Service_Available,,,,,,,
731,56618,1,Bangalore,No,Yes,Any_one-Service_Available,,,,,,,
732,18353121,1,Bangalore,No,No,No_Service_Available,,,,,,,
733,18366652,1,Bangalore,No,Yes,Any_one-Service_Available,,,,,,,
